trip_id,sol,trip_index,crew_served,route_km,payload_kg,terrain_risk_score,energy_kwh,dust_storm_flag,battery_soh
1340,312,2,100,1.1,74.7,0.145,11.8,0,0.864
1341,312,3,100,5.55,116.6,0.15,15.42,0,0.864
1342,313,0,100,4.17,126.9,0.601,19.82,0,0.8636
1343,313,1,100,2.18,118.6,0.77,19.61,0,0.8636
1344,313,2,100,1.63,89.3,0.497,17.8,0,0.8636
1345,313,3,100,0.85,106.1,0.615,18.56,0,0.8635
1346,314,0,100,3.62,60.7,0.583,17.66,0,0.8632
1347,314,1,100,5.82,178.4,0.363,14.82,0,0.8632
1348,314,2,100,2.86,65.9,0.771,19.83,0,0.8631
1349,314,3,100,2.5,67.0,0.467,14.48,0,0.8631
1350,315,0,100,5.1,81.2,0.772,17.31,0,0.8628
1351,315,1,100,5.59,65.9,0.318,14.21,0,0.8627
1352,315,2,100,4.2,199.6,0.468,15.93,0,0.8627
1353,315,3,100,3.39,52.3,0.102,10.78,0,0.8627
1354,315,4,100,4.15,115.5,0.719,14.7,0,0.8627
1355,315,5,100,2.06,143.7,0.726,16.99,0,0.8627
1356,316,0,100,1.34,125.3,0.273,14.25,0,0.8623
1357,316,1,100,1.46,185.3,0.707,19.11,0,0.8623
1358,316,2,100,5.94,201.6,0.649,18.79,0,0.8622
1359,316,3,100,1.42,214.8,0.29,14.51,0,0.8622
1360,317,0,100,2.14,92.2,0.782,17.91,0,0.8619
1361,317,1,100,2.66,149.0,0.879,19.94,0,0.8618
1362,317,2,100,5.58,187.9,0.681,14.72,0,0.8618
1363,317,3,100,2.11,146.7,0.853,19.55,0,0.8618
1364,318,0,100,1.22,161.1,0.329,15.37,0,0.8614
1365,318,1,100,6.04,100.0,0.183,13.61,0,0.8614
1366,318,2,100,4.13,201.3,0.761,17.59,0,0.8614
1367,318,3,100,4.97,217.2,0.473,14.3,0,0.8614
1368,319,0,100,5.12,118.0,0.659,16.82,0,0.861
1369,319,1,100,1.4,194.9,0.506,16.47,0,0.861
1370,319,2,100,2.68,59.2,0.453,14.1,0,0.8609
1371,319,3,100,5.64,55.4,0.384,14.51,0,0.8609
1372,320,0,100,4.3,207.8,0.429,15.57,0,0.8606
1373,320,1,100,5.72,186.4,0.242,11.97,0,0.8605
1374,320,2,100,4.37,192.7,0.569,12.23,0,0.8605
1375,320,3,100,3.81,210.2,0.102,11.49,0,0.8605
1376,321,0,100,2.73,124.5,0.223,9.67,0,0.8601
1377,321,1,100,2.92,119.8,0.818,17.22,0,0.8601
1378,321,2,100,3.1,120.5,0.813,16.77,0,0.8601
1379,321,3,100,4.14,165.5,0.877,19.08,0,0.8601
1380,322,0,100,6.37,201.7,0.5,14.44,0,0.8597
1381,322,1,100,5.43,110.4,0.694,16.73,0,0.8597
1382,322,2,100,6.18,162.5,0.768,18.76,0,0.8597
1383,322,3,100,5.17,130.3,0.689,17.03,0,0.8596
1384,322,4,100,6.46,200.0,0.124,12.15,0,0.8596
1385,322,5,100,3.45,80.9,0.141,10.81,0,0.8596
1386,323,0,100,1.86,84.0,0.166,15.27,0,0.8592
1387,323,1,100,5.01,94.9,0.777,20.5,0,0.8592
1388,323,2,100,4.79,165.5,0.221,15.22,0,0.8592
1389,323,3,100,5.75,113.3,0.297,13.73,0,0.8592
1390,324,0,100,5.4,58.7,0.625,16.15,0,0.8588
1391,324,1,100,4.23,156.7,0.153,14.03,0,0.8588
1392,324,2,100,3.97,83.2,0.196,13.1,0,0.8588
1393,324,3,100,2.25,174.3,0.299,14.58,0,0.8587
1394,325,0,100,4.28,218.6,0.782,16.65,0,0.8584
1395,325,1,100,1.47,149.9,0.228,10.87,0,0.8583
1396,325,2,100,4.75,127.7,0.155,12.02,0,0.8583
1397,325,3,100,1.43,69.0,0.501,16.36,0,0.8583
1398,326,0,100,2.15,151.5,0.411,15.52,0,0.8579
1399,326,1,100,3.49,128.3,0.706,16.13,0,0.8579
1400,326,2,100,2.36,108.1,0.674,14.62,0,0.8579
1401,326,3,100,6.23,50.8,0.484,14.18,0,0.8579
1402,327,0,100,4.99,58.6,0.382,15.3,0,0.8575
1403,327,1,100,4.31,87.6,0.485,15.06,0,0.8575
1404,327,2,100,5.72,73.9,0.79,15.55,0,0.8575
1405,327,3,100,4.54,68.4,0.686,19.05,0,0.8575
1406,328,0,100,2.98,137.0,0.286,13.16,0,0.8571
1407,328,1,100,2.15,175.5,0.554,16.29,0,0.8571
1408,328,2,100,5.49,201.0,0.158,13.99,0,0.857
1409,328,3,100,3.46,95.6,0.458,14.32,0,0.857
1410,329,0,100,5.46,166.6,0.128,12.2,0,0.8567
1411,329,1,100,2.94,194.5,0.617,16.27,0,0.8566
1412,329,2,100,4.39,113.8,0.612,13.99,0,0.8566
1413,329,3,100,0.82,147.5,0.625,16.12,0,0.8566
1414,329,4,100,3.31,135.6,0.575,16.25,0,0.8566
1415,329,5,100,5.53,115.8,0.477,13.53,0,0.8566
1416,330,0,100,3.71,165.4,0.853,18.08,0,0.8562
1417,330,1,100,1.06,79.5,0.853,16.31,0,0.8562
1418,330,2,100,1.14,206.8,0.701,15.2,0,0.8561
1419,330,3,100,4.02,141.0,0.886,18.67,0,0.8561
1420,331,0,100,5.56,101.1,0.133,10.36,0,0.8558
1421,331,1,100,6.27,141.5,0.526,14.88,0,0.8557
1422,331,2,100,4.81,202.6,0.754,17.07,0,0.8557
1423,331,3,100,3.61,57.2,0.232,13.83,0,0.8557
1424,332,0,100,1.24,54.2,0.302,16.3,0,0.8553
1425,332,1,100,0.84,103.6,0.861,20.57,0,0.8553
1426,332,2,100,3.49,173.9,0.328,14.58,0,0.8553
1427,332,3,100,0.84,114.9,0.556,16.34,0,0.8553
1428,333,0,100,5.57,60.2,0.863,19.31,0,0.8549
1429,333,1,100,6.14,100.7,0.254,14.42,0,0.8549
1430,333,2,100,3.48,105.2,0.557,16.24,0,0.8548
1431,333,3,100,1.85,145.0,0.815,17.68,0,0.8548
1432,334,0,100,2.74,72.5,0.252,12.01,0,0.8545
1433,334,1,100,2.28,155.1,0.356,12.4,0,0.8544
1434,334,2,100,3.77,110.0,0.306,15.33,0,0.8544
1435,334,3,100,3.7,96.3,0.649,19.49,0,0.8544
1436,335,0,100,3.71,59.2,0.798,18.1,0,0.854
1437,335,1,100,5.47,64.0,0.868,19.95,0,0.854
1438,335,2,100,1.94,214.6,0.331,18.12,0,0.854
1439,335,3,100,0.89,201.6,0.389,18.45,0,0.854
1440,336,0,100,4.84,144.9,0.721,20.43,0,0.8536
1441,336,1,100,1.57,130.1,0.496,11.77,0,0.8536
1442,336,2,100,4.65,114.7,0.129,13.95,0,0.8536
1443,336,3,100,3.55,107.6,0.617,16.76,0,0.8535
1444,336,4,100,5.53,42.7,0.465,17.28,0,0.8535
1445,336,5,100,3.75,110.4,0.769,19.25,0,0.8535
1446,337,0,100,4.67,96.8,0.132,10.84,0,0.8531
1447,337,1,100,2.18,164.5,0.459,17.63,0,0.8531
1448,337,2,100,5.71,104.0,0.604,14.87,0,0.8531
1449,337,3,100,4.86,201.8,0.394,16.8,0,0.8531
1450,338,0,100,4.87,48.3,0.577,16.41,0,0.8527
1451,338,1,100,0.91,53.6,0.433,16.71,0,0.8527
1452,338,2,100,2.29,174.2,0.507,15.29,0,0.8527
1453,338,3,100,3.22,184.3,0.644,15.49,0,0.8526
1454,339,0,100,2.02,180.3,0.683,17.02,0,0.8523
1455,339,1,100,4.01,140.8,0.403,13.59,0,0.8522
1456,339,2,100,1.0,196.2,0.727,18.49,0,0.8522
1457,339,3,100,1.65,176.5,0.221,11.98,0,0.8522
1458,340,0,100,6.4,133.8,0.459,15.83,0,0.8518
1459,340,1,100,4.09,189.2,0.617,14.42,0,0.8518
1460,340,2,100,4.99,141.5,0.614,15.6,0,0.8518
1461,340,3,100,2.2,77.9,0.512,17.07,0,0.8518
1462,341,0,100,4.99,153.3,0.835,18.61,0,0.8514
1463,341,1,100,3.92,77.6,0.26,14.84,0,0.8514
1464,341,2,100,1.03,103.9,0.253,14.66,0,0.8514
1465,341,3,100,6.03,199.2,0.122,13.03,0,0.8514
1466,342,0,100,5.8,135.1,0.557,17.37,0,0.851
1467,342,1,100,2.76,61.1,0.782,16.37,0,0.851
1468,342,2,100,2.61,169.2,0.891,17.19,0,0.8509
1469,342,3,100,2.71,82.1,0.249,13.4,0,0.8509
1470,343,0,100,2.26,85.1,0.749,18.73,0,0.8506
1471,343,1,100,6.11,122.7,0.831,20.22,0,0.8505
1472,343,2,100,4.79,165.4,0.789,19.19,0,0.8505
1473,343,3,100,3.59,41.1,0.198,12.46,0,0.8505
1474,343,4,100,4.81,41.5,0.661,18.48,0,0.8505
1475,343,5,100,3.42,208.4,0.416,16.12,0,0.8505
1476,344,0,100,4.33,116.1,0.473,15.27,0,0.8501
1477,344,1,100,1.41,83.4,0.69,17.76,0,0.8501
1478,344,2,100,2.85,168.1,0.686,18.29,0,0.85
1479,344,3,100,3.52,208.7,0.624,15.1,0,0.85
1480,345,0,100,4.87,189.5,0.638,16.12,0,0.8497
1481,345,1,100,6.0,116.5,0.427,15.22,0,0.8496
1482,345,2,100,1.08,108.0,0.701,18.72,0,0.8496
1483,345,3,100,4.61,202.2,0.343,15.06,0,0.8496
1484,346,0,100,5.54,180.1,0.127,13.41,0,0.8492
1485,346,1,100,5.88,98.2,0.175,13.48,0,0.8492
1486,346,2,100,4.94,144.1,0.561,16.99,0,0.8492
1487,346,3,100,4.36,189.1,0.389,16.88,0,0.8492
1488,347,0,100,5.39,52.9,0.404,15.53,0,0.8488
1489,347,1,100,2.9,140.4,0.816,17.04,0,0.8488
1490,347,2,100,2.1,75.9,0.348,19.54,0,0.8487
1491,347,3,100,0.96,216.1,0.365,14.73,0,0.8487
1492,348,0,100,1.88,139.0,0.71,19.91,0,0.8484
1493,348,1,100,2.48,80.5,0.11,12.84,0,0.8483
1494,348,2,100,5.98,93.6,0.248,14.8,0,0.8483
1495,348,3,100,3.14,156.4,0.713,16.14,0,0.8483
1496,349,0,100,0.94,158.2,0.47,16.95,0,0.8479
1497,349,1,100,1.57,218.9,0.401,15.47,0,0.8479
1498,349,2,100,3.56,138.4,0.367,14.55,0,0.8479
1499,349,3,100,4.88,186.9,0.763,18.58,0,0.8479
1500,350,0,100,4.73,57.9,0.856,16.78,0,0.8475
1501,350,1,100,6.25,208.5,0.126,12.13,0,0.8475
1502,350,2,100,1.22,217.9,0.187,13.1,0,0.8475
1503,350,3,100,5.46,198.8,0.829,17.34,0,0.8474
1504,350,4,100,1.45,58.2,0.557,16.96,0,0.8474
1505,350,5,100,4.32,155.1,0.653,17.4,0,0.8474
1506,351,0,100,4.98,204.7,0.59,15.99,0,0.847
1507,351,1,100,5.14,111.5,0.325,13.49,0,0.847
1508,351,2,100,3.07,187.0,0.496,15.15,0,0.847
1509,351,3,100,3.08,142.6,0.897,18.79,0,0.847
1510,352,0,100,5.44,60.1,0.528,17.7,0,0.8466
1511,352,1,100,3.89,128.5,0.811,20.08,0,0.8466
1512,352,2,100,6.02,102.2,0.648,19.14,0,0.8466
1513,352,3,100,1.79,119.2,0.324,13.59,0,0.8465
1514,353,0,100,6.2,218.3,0.252,15.6,0,0.8462
1515,353,1,100,4.77,62.7,0.27,14.93,0,0.8461
1516,353,2,100,4.91,87.7,0.103,13.23,0,0.8461
1517,353,3,100,1.01,60.0,0.248,12.85,0,0.8461
1518,354,0,100,3.3,162.5,0.193,10.65,0,0.8457
1519,354,1,100,4.9,161.7,0.468,13.7,0,0.8457
1520,354,2,100,2.27,57.0,0.438,15.47,0,0.8457
1521,354,3,100,2.52,218.5,0.237,14.05,0,0.8457
1522,355,0,100,5.1,49.2,0.855,19.44,0,0.8453
1523,355,1,100,0.92,64.8,0.673,16.56,0,0.8453
1524,355,2,100,5.14,144.9,0.76,16.6,0,0.8453
1525,355,3,100,1.63,213.1,0.562,14.51,0,0.8453
1526,356,0,100,5.61,81.9,0.339,17.37,0,0.8449
1527,356,1,100,3.54,78.1,0.675,16.72,0,0.8449
1528,356,2,100,1.84,53.4,0.547,16.32,0,0.8448
1529,356,3,100,1.4,157.1,0.734,17.46,0,0.8448
1530,357,0,100,1.61,181.5,0.351,15.4,0,0.8445
1531,357,1,100,5.78,157.9,0.315,13.56,0,0.8444
1532,357,2,100,1.66,175.6,0.777,17.01,0,0.8444
1533,357,3,100,5.27,129.8,0.536,17.66,0,0.8444
1534,357,4,100,2.56,219.8,0.509,17.96,0,0.8444
1535,357,5,100,2.75,121.5,0.247,13.87,0,0.8444
1536,358,0,100,3.96,105.8,0.318,16.41,0,0.844
1537,358,1,100,2.8,130.5,0.169,11.54,0,0.844
1538,358,2,100,2.06,47.8,0.13,13.54,0,0.8439
1539,358,3,100,3.8,115.7,0.851,20.08,0,0.8439
1540,359,0,100,5.05,211.7,0.801,18.23,0,0.8435
1541,359,1,100,4.36,170.6,0.2,13.66,0,0.8435
1542,359,2,100,1.2,194.8,0.418,15.83,0,0.8435
1543,359,3,100,3.61,216.5,0.398,14.73,0,0.8435
1544,360,0,100,5.38,149.6,0.359,15.59,0,0.8431
1545,360,1,100,4.03,150.2,0.892,18.75,0,0.8431
1546,360,2,100,2.83,89.8,0.708,17.51,0,0.8431
1547,360,3,100,4.95,151.3,0.663,14.8,0,0.8431
1548,361,0,100,2.3,73.5,0.101,14.72,0,0.8427
1549,361,1,100,0.93,73.3,0.307,13.59,0,0.8427
1550,361,2,100,3.35,66.8,0.858,17.86,0,0.8427
1551,361,3,100,4.52,132.1,0.55,16.35,0,0.8426
1552,362,0,100,1.26,194.3,0.256,18.53,0,0.8423
1553,362,1,100,1.36,90.2,0.397,14.3,0,0.8422
1554,362,2,100,5.05,79.8,0.142,14.45,0,0.8422
1555,362,3,100,6.16,205.9,0.112,12.07,0,0.8422
1556,363,0,100,3.82,98.7,0.581,16.55,0,0.8418
1557,363,1,100,1.84,72.5,0.776,19.86,0,0.8418
1558,363,2,100,3.09,207.6,0.498,13.76,0,0.8418
1559,363,3,100,1.85,188.3,0.634,13.79,0,0.8418
1560,364,0,100,5.53,122.3,0.68,17.48,0,0.8414
1561,364,1,100,4.43,43.7,0.392,16.4,0,0.8414
1562,364,2,100,4.39,201.3,0.47,15.97,0,0.8414
1563,364,3,100,3.7,141.6,0.543,17.53,0,0.8413
1564,364,4,100,5.1,143.0,0.586,14.77,0,0.8413
1565,364,5,100,4.21,194.7,0.813,17.84,0,0.8413
1566,365,0,100,3.55,177.5,0.384,16.43,0,0.8409
1567,365,1,100,3.56,47.8,0.723,16.22,0,0.8409
1568,365,2,100,1.48,182.9,0.496,17.87,0,0.8409
1569,365,3,100,3.63,190.9,0.595,15.51,0,0.8409
1570,366,0,100,4.92,117.2,0.132,12.23,0,0.8405
1571,366,1,100,1.21,169.2,0.858,21.29,0,0.8405
1572,366,2,100,5.8,124.3,0.517,14.33,0,0.8405
1573,366,3,100,2.52,203.1,0.739,18.37,0,0.8404
1574,367,0,100,4.56,100.0,0.464,15.11,0,0.8401
1575,367,1,100,2.24,193.9,0.642,18.7,0,0.8401
1576,367,2,100,4.54,109.1,0.292,12.05,0,0.84
1577,367,3,100,2.14,136.2,0.652,18.21,0,0.84
1578,368,0,100,3.38,71.0,0.296,11.89,0,0.8396
1579,368,1,100,6.32,212.3,0.753,18.29,0,0.8396
1580,368,2,100,4.74,193.8,0.773,17.54,0,0.8396
1581,368,3,100,3.94,57.5,0.809,18.41,0,0.8396
1582,369,0,100,5.56,197.2,0.471,17.2,0,0.8392
1583,369,1,100,3.88,163.6,0.161,12.83,0,0.8392
1584,369,2,100,2.24,92.7,0.239,13.33,0,0.8392
1585,369,3,100,1.81,207.2,0.193,11.86,0,0.8392
1586,370,0,100,3.7,131.2,0.642,17.47,0,0.8388
1587,370,1,100,3.87,41.2,0.327,13.21,0,0.8388
1588,370,2,100,4.08,192.2,0.424,13.95,0,0.8387
1589,370,3,100,4.01,145.4,0.336,12.54,0,0.8387
1590,371,0,100,2.89,143.4,0.48,16.28,0,0.8383
1591,371,1,100,5.68,153.5,0.499,15.56,0,0.8383
1592,371,2,100,1.49,107.9,0.348,12.85,0,0.8383
1593,371,3,100,1.58,207.4,0.208,16.71,0,0.8383
1594,371,4,100,4.85,184.3,0.16,14.26,0,0.8383
1595,371,5,100,2.22,96.4,0.887,21.7,0,0.8382
1596,372,0,100,4.96,188.1,0.194,13.86,0,0.8379
1597,372,1,100,2.77,183.2,0.271,13.43,0,0.8379
1598,372,2,100,0.88,117.6,0.351,15.16,0,0.8378
1599,372,3,100,3.67,186.1,0.786,17.86,0,0.8378
1600,373,0,100,2.79,121.1,0.727,16.38,0,0.8375
1601,373,1,100,1.54,64.7,0.862,20.42,0,0.8374
1602,373,2,100,3.35,63.7,0.404,14.73,0,0.8374
1603,373,3,100,3.2,152.7,0.274,13.84,0,0.8374
1604,374,0,100,4.72,47.2,0.664,16.93,0,0.837
1605,374,1,100,1.29,146.9,0.383,13.72,0,0.837
1606,374,2,100,1.94,186.0,0.633,18.5,0,0.837
1607,374,3,100,4.26,84.4,0.384,16.32,0,0.837
1608,375,0,100,1.09,203.7,0.115,15.33,0,0.8366
1609,375,1,100,2.33,142.9,0.299,15.99,0,0.8366
1610,375,2,100,2.6,97.9,0.294,14.52,0,0.8366
1611,375,3,100,5.57,180.7,0.472,15.51,0,0.8365
1612,376,0,100,2.84,144.5,0.523,16.72,0,0.8362
1613,376,1,100,2.52,219.7,0.265,14.18,0,0.8361
1614,376,2,100,4.05,97.9,0.187,11.04,0,0.8361
1615,376,3,100,6.45,209.1,0.204,13.57,0,0.8361
1616,377,0,100,5.76,190.0,0.54,14.1,0,0.8357
1617,377,1,100,4.71,95.5,0.331,16.08,0,0.8357
1618,377,2,100,3.07,43.7,0.708,18.41,0,0.8357
1619,377,3,100,0.99,216.8,0.275,15.32,0,0.8357
1620,378,0,100,1.99,126.3,0.366,11.35,0,0.8353
1621,378,1,100,5.68,70.4,0.718,16.94,0,0.8353
1622,378,2,100,6.19,80.3,0.741,16.08,0,0.8353
1623,378,3,100,3.38,126.5,0.324,14.67,0,0.8352
1624,378,4,100,5.72,210.4,0.333,13.44,0,0.8352
1625,378,5,100,2.62,42.4,0.461,18.19,0,0.8352
1626,379,0,100,3.7,214.2,0.735,17.26,0,0.8348
1627,379,1,100,3.93,173.0,0.861,17.42,0,0.8348
1628,379,2,100,5.73,156.2,0.333,16.0,0,0.8348
1629,379,3,100,2.92,117.2,0.592,15.31,0,0.8348
1630,380,0,100,1.62,142.6,0.842,20.6,0,0.8344
1631,380,1,100,1.13,57.6,0.561,13.84,0,0.8344
1632,380,2,100,2.64,215.3,0.737,16.96,0,0.8344
1633,380,3,100,1.8,182.8,0.884,19.62,0,0.8343
1634,381,0,100,5.96,210.2,0.262,14.85,0,0.834
1635,381,1,100,5.13,219.6,0.711,16.49,0,0.834
1636,381,2,100,6.14,130.3,0.406,16.09,0,0.8339
1637,381,3,100,1.5,207.1,0.113,12.38,0,0.8339
1638,382,0,100,4.97,52.2,0.122,11.44,0,0.8335
1639,382,1,100,5.55,86.2,0.388,15.71,0,0.8335
1640,382,2,100,4.95,63.1,0.851,16.83,0,0.8335
1641,382,3,100,3.06,197.6,0.833,17.8,0,0.8335
1642,383,0,100,3.69,40.8,0.111,13.11,0,0.8331
1643,383,1,100,5.95,188.3,0.332,15.01,0,0.8331
1644,383,2,100,5.41,44.6,0.401,11.85,0,0.8331
1645,383,3,100,3.64,134.4,0.124,13.26,0,0.833
1646,384,0,100,1.83,150.1,0.876,21.61,0,0.8327
1647,384,1,100,1.14,117.2,0.19,17.77,0,0.8327
1648,384,2,100,2.51,42.0,0.572,14.9,0,0.8326
1649,384,3,100,2.87,141.5,0.649,15.88,0,0.8326
1650,385,0,100,0.83,210.3,0.225,12.87,0,0.8322
1651,385,1,100,1.55,178.1,0.629,15.62,0,0.8322
1652,385,2,100,6.49,189.6,0.592,15.99,0,0.8322
1653,385,3,100,3.5,73.4,0.643,16.95,0,0.8322
1654,385,4,100,1.11,77.0,0.705,16.14,0,0.8322
1655,385,5,100,2.18,157.8,0.714,18.3,0,0.8321
1656,386,0,100,1.42,146.8,0.859,17.04,0,0.8318
1657,386,1,100,4.76,54.7,0.573,15.85,0,0.8318
1658,386,2,100,6.41,120.7,0.221,14.62,0,0.8317
1659,386,3,100,2.17,70.6,0.7,17.47,0,0.8317
1660,387,0,100,5.96,141.6,0.746,17.03,0,0.8314
1661,387,1,100,4.79,172.6,0.462,14.91,0,0.8313
1662,387,2,100,1.7,82.7,0.435,13.65,0,0.8313
1663,387,3,100,2.65,147.1,0.679,18.49,0,0.8313
1664,388,0,100,1.43,82.0,0.294,14.96,0,0.8309
1665,388,1,100,2.28,43.1,0.482,18.07,0,0.8309
1666,388,2,100,4.81,40.5,0.634,16.6,0,0.8309
1667,388,3,100,5.99,129.3,0.264,14.68,0,0.8309
1668,389,0,100,2.89,119.6,0.447,17.17,0,0.8305
1669,389,1,100,6.39,147.9,0.193,14.24,0,0.8305
1670,389,2,100,4.13,83.9,0.808,16.77,0,0.8305
1671,389,3,100,2.04,172.2,0.215,12.31,0,0.8304
1672,390,0,100,5.84,159.9,0.787,19.94,0,0.8301
1673,390,1,100,3.08,110.6,0.319,16.42,0,0.83
1674,390,2,100,3.04,168.9,0.757,19.7,0,0.83
1675,390,3,100,2.99,118.8,0.813,19.05,0,0.83
1676,391,0,100,1.05,189.1,0.512,16.28,0,0.8296
1677,391,1,100,0.85,65.7,0.648,20.12,0,0.8296
1678,391,2,100,4.33,84.5,0.439,11.87,0,0.8296
1679,391,3,100,3.67,201.5,0.5,16.67,0,0.8296
1680,392,0,100,3.52,214.7,0.186,14.22,0,0.8292
1681,392,1,100,0.97,99.3,0.692,21.31,0,0.8292
1682,392,2,100,1.91,110.7,0.577,17.15,0,0.8292
1683,392,3,100,3.21,197.5,0.792,20.2,0,0.8291
1684,392,4,100,4.81,169.5,0.477,16.04,0,0.8291
1685,392,5,100,5.51,119.0,0.629,16.04,0,0.8291
1686,393,0,100,6.14,175.2,0.104,12.97,0,0.8287
1687,393,1,100,5.7,51.8,0.556,13.97,0,0.8287
1688,393,2,100,4.82,193.1,0.537,18.13,0,0.8287
1689,393,3,100,2.25,191.0,0.171,13.77,0,0.8287
1690,394,0,100,5.85,168.2,0.275,13.13,0,0.8283
1691,394,1,100,3.98,146.4,0.388,13.86,0,0.8283
1692,394,2,100,6.39,134.8,0.309,14.23,0,0.8283
1693,394,3,100,2.08,51.9,0.414,14.78,0,0.8282
1694,395,0,100,5.58,140.1,0.327,18.73,0,0.8279
1695,395,1,100,4.88,165.0,0.557,14.27,0,0.8278
1696,395,2,100,4.16,198.9,0.104,14.7,0,0.8278
1697,395,3,100,4.9,90.6,0.471,13.42,0,0.8278
1698,396,0,100,4.96,183.2,0.556,17.19,0,0.8274
1699,396,1,100,1.54,148.4,0.328,13.62,0,0.8274
1700,396,2,100,6.1,185.0,0.509,15.43,0,0.8274
1701,396,3,100,5.94,137.0,0.272,16.0,0,0.8274
1702,397,0,100,4.08,214.4,0.16,11.49,0,0.827
1703,397,1,100,3.96,44.2,0.345,15.38,0,0.827
1704,397,2,100,3.51,203.9,0.412,12.0,0,0.827
1705,397,3,100,6.42,96.3,0.804,18.31,0,0.8269
1706,398,0,100,1.12,175.0,0.542,16.37,0,0.8266
1707,398,1,100,6.47,43.5,0.715,18.05,0,0.8266
1708,398,2,100,1.74,130.6,0.261,14.61,0,0.8265
1709,398,3,100,2.55,53.5,0.517,13.77,0,0.8265
1710,399,0,100,2.47,101.3,0.488,15.24,0,0.8261
1711,399,1,100,1.4,188.9,0.455,13.94,0,0.8261
1712,399,2,100,2.48,145.5,0.171,13.95,0,0.8261
1713,399,3,100,4.49,77.8,0.272,16.22,0,0.8261
1714,399,4,100,5.49,112.0,0.665,15.13,0,0.8261
1715,399,5,100,6.05,41.4,0.449,19.26,0,0.826
1716,400,0,100,2.32,85.8,0.762,17.89,0,0.8257
1717,400,1,100,2.65,200.4,0.575,15.59,0,0.8257
1718,400,2,100,1.68,72.4,0.793,18.48,0,0.8256
1719,400,3,100,0.92,141.0,0.567,15.14,0,0.8256
1720,401,0,100,4.73,202.9,0.282,14.05,0,0.8253
1721,401,1,100,1.25,87.1,0.176,12.73,0,0.8252
1722,401,2,100,2.65,167.0,0.379,14.02,0,0.8252
1723,401,3,100,2.59,119.6,0.578,14.28,0,0.8252
1724,402,0,100,1.39,141.6,0.575,14.65,0,0.8248
1725,402,1,100,1.02,74.6,0.115,13.89,0,0.8248
1726,402,2,100,4.71,212.5,0.56,16.97,0,0.8248
1727,402,3,100,4.71,97.4,0.897,18.57,0,0.8248
1728,403,0,100,6.13,138.1,0.443,12.13,0,0.8244
1729,403,1,100,1.29,85.7,0.107,11.83,0,0.8244
1730,403,2,100,4.23,214.3,0.895,21.68,0,0.8244
1731,403,3,100,5.13,46.1,0.784,18.19,0,0.8243
1732,404,0,100,2.97,56.1,0.687,16.5,0,0.824
1733,404,1,100,5.46,190.0,0.119,13.01,0,0.8239
1734,404,2,100,1.65,107.3,0.472,14.32,0,0.8239
1735,404,3,100,1.25,92.6,0.616,19.38,0,0.8239
1736,405,0,100,1.88,205.6,0.534,13.64,0,0.8235
1737,405,1,100,2.2,106.1,0.471,17.78,0,0.8235
1738,405,2,100,1.23,181.1,0.695,17.6,0,0.8235
1739,405,3,100,4.93,99.5,0.818,18.41,0,0.8235
1740,406,0,100,4.04,103.6,0.564,16.21,0,0.8231
1741,406,1,100,6.17,193.2,0.502,12.03,0,0.8231
1742,406,2,100,2.07,169.6,0.641,15.0,0,0.8231
1743,406,3,100,2.39,50.6,0.32,15.22,0,0.823
1744,406,4,100,5.64,93.5,0.201,13.29,0,0.823
1745,406,5,100,2.2,73.2,0.893,18.99,0,0.823
1746,407,0,100,2.62,191.5,0.16,12.91,0,0.8226
1747,407,1,100,4.13,43.1,0.707,18.25,0,0.8226
1748,407,2,100,0.86,47.7,0.318,11.98,0,0.8226
1749,407,3,100,5.71,106.6,0.168,13.15,0,0.8226
1750,408,0,100,5.12,200.0,0.292,15.91,0,0.8222
1751,408,1,100,1.26,182.6,0.139,13.28,0,0.8222
1752,408,2,100,0.93,76.8,0.191,14.16,0,0.8222
1753,408,3,100,1.75,55.0,0.675,16.15,0,0.8221
1754,409,0,100,2.46,92.6,0.257,15.57,0,0.8218
1755,409,1,100,1.0,154.5,0.479,16.32,0,0.8217
1756,409,2,100,2.81,44.9,0.575,16.84,0,0.8217
1757,409,3,100,3.83,73.2,0.772,15.96,0,0.8217
1758,410,0,100,4.1,152.3,0.555,15.14,0,0.8213
1759,410,1,100,3.64,78.4,0.219,13.64,0,0.8213
1760,410,2,100,5.94,180.4,0.205,13.33,0,0.8213
1761,410,3,100,0.84,121.1,0.789,19.26,0,0.8213
1762,411,0,100,2.37,172.3,0.403,14.56,0,0.8209
1763,411,1,100,4.01,158.1,0.426,16.17,0,0.8209
1764,411,2,100,1.17,94.2,0.498,16.25,0,0.8209
1765,411,3,100,1.34,219.5,0.563,13.27,0,0.8208
1766,412,0,100,5.76,140.2,0.262,13.36,0,0.8205
1767,412,1,100,4.6,203.4,0.388,16.58,0,0.8205
1768,412,2,100,1.4,66.4,0.277,14.46,0,0.8204
1769,412,3,100,5.3,163.6,0.372,16.58,0,0.8204
1770,413,0,100,3.97,195.0,0.613,16.21,0,0.8201
1771,413,1,100,4.28,218.4,0.412,16.1,0,0.82
1772,413,2,100,3.59,187.9,0.597,16.09,0,0.82
1773,413,3,100,0.88,216.8,0.191,15.27,0,0.82
1774,413,4,100,2.03,164.8,0.796,18.35,0,0.82
1775,413,5,100,2.26,192.0,0.53,16.85,0,0.82
1776,414,0,100,6.28,125.0,0.724,17.78,0,0.8196
